fid,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
2432,22729143,Baeolophus ridgwayi,1,1,1,"Poole and Gill, 1992-2002; Harrap & Quinn, 1996; Sibley, 2014; eBird, 2016","NatureServe, 2002; Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,60.22740764,108.2777736
2433,22712995,Xanthomixis zosterops,1,1,1,"Safford and Hawkins, 2013",Joe Taylor (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,38.32475638,18.00966329
2434,22713474,Cisticola brachypterus,1,1,1,"Borrow and Demey, 2001; Stevenson and Fanshawe, 2002; Hockey et al., 2005; del Hoyo et al., 2006; Ash and Atkins, 2009; Redman et al., 2009;  Borrow & Demey, 2014; Dowsett et al., 2008; Dowsett et al. 2011",Joe Taylor (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,496.1285437,631.5297508
2435,22713440,Cisticola natalensis,1,1,1,"Borrow and Demey, 2001; Stevenson and Fanshawe, 2002; Hockey et al., 2005; del Hoyo et al., 2006; Ash and Atkins, 2009; Redman et al., 2009; Borrow & Demey, 2011; Barlow et al., 2005",Joe Taylor (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,559.1981546,659.4898603
2436,22705547,Colluricincla megarhyncha,1,1,1,"Barrett, 2003; Strange, 2001; Coates, 1990; del Hoyo et al., 2007; eBird, 2016",Andy Symes (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,507.0768751,100.4378242
2437,22705614,Cyanocitta stelleri,1,1,1,"Ridgley, 2003; Alderfer, 2006; Peterson, 1990; Howell and Webb, 1995; del Hoyo et al., 2009; The Birds of North America Online, 2014; eBird, 2016","WILDSPACE TM, 2002; NatureServe, 2002; Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,956.5615181,393.4918553
2438,22711273,Donacobius atricapilla,1,1,1,"Ridgely, 2002; Ridgely and Gwynne, 1989; Zook, 2002; del Hoyo et al., 2005","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2020,0, , ,Formerly known as Donacobius atricapillus (AOU 2002). Family placement uncertain.,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,368.2048326,716.392304
2439,22703480,Eugralla paradoxa,1,1,1,"Ridgely, 2002; del Hoyo et al., 2003; www.avesdechile.cl","TNC-Wings, 1999; NatureServe, 2002; Anna Motis (HBW)",2018,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,42.42942047,13.11106044
2440,22705276,Hylophilus amaurocephalus,1,1,1,"Ridgely, 2002; Lane, 2014; Ridgely & Tudor, 2009; del Hoyo et al., 2010; Dickinson & Christidis, 2014","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2018,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,57.11796298,127.5996737
2441,22702405,Hellmayrea gularis,1,1,1,"Ridgely, 2002; Hosner et al., 2015","NatureServe, 2002; Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,61.37949951,13.9214387
2442,22733103,Hemitriccus griseipectus,1,1,1,"Ridgely, 2002; HBW","NatureServe, 2002; Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,125.0710689,218.5215789
2443,22735995,Poecile palustris,1,1,1,"Porter, 1996; del Hoyo et al, 2007; Harrap & Quinn, 1996; Eck and Martens, 2006; Svensso, Mullarne & Zetterstr├Âm, 2010; eBird, 2016",Philip Martin (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,1243.853311,1127.102148
2444,22704789,Devioeca papuana,1,1,1,"Strange, 2001; del Hoyo et al, 2007; Coates, 1990; Pratt & Beehler, 2015; Beehler & Pratt, 2016",Philip Martin (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,69.75487309,11.63487349
2445,22707231,Symposiachrus axillaris,1,1,1,"Coates, 1990; del Hoyo, Elliott & Christie, 2006; Rheindt 2012; Pratt & Beehler, 2015; Beehler & Pratt, 2016; Gregrory, 2017",Philip Martin (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,105.9750453,9.717969248
2446,22707267,Symposiachrus guttula,1,1,1,"Coates, 1990; del Hoyo, Elliott & Christie, 2006; Beehler & Pratt, 2016",Philip Martin (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,389.2917965,53.70552829
2447,22735965,Periparus ater,1,1,1,"Ding, 2001; Porter, 1996; Flint, 1984; Fry, 2000; Cramp, 1997; Rasmussen, 2004; del Hoyo et al, 2007; Rasmussen & Anderton, 2005; Murdoch 2005; MacKinnon & Phillipps, 2000; eBird, 2016",Philip Martin; Robert Calvert (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,2659.034195,2559.73893
2448,22735965,Periparus ater,1,1,3,"Cramp, 1997; Ay├® et al, 2012; Svensson, Mullarne & Zetterstr├Âm, 2009",BirdLife International; Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,499.055973,398.6504442
2449,22711716,Poecile atricapillus,1,1,1,"Poole and Gill, 1992; Dunn & Adferfer 2011; Sibley, 2014; eBird, 2016",WILDSPACETM 2002; Anna Motis (HBW),2016,0, , ,"Formerly known as Parus atricapillus.  Changed to Poecile atricapilla by AOU (2000), then to Poecile atricapillus by AOU (2003).",0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,1284.590997,1154.295371
2450,22711724,Poecile gambeli,1,1,1,"Peterson, 1990; del Hoyo et al., 2007; Dunn & Adferfer, 2011; Sibley, 2014",WILDSPACETM 2002; Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,188.1934763,309.8812512
2451,103793989,Bradypterus baboecala,1,1,1,"Urban, 1997; del Hoyo et al 2006; Kennerley & Pearson, 2010; Redman et al., 2011; Ash & Atkins, 2009",BirdLife International; Hannah Wheatley (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,263.1773426,260.6725358
2452,103811886,Delichon urbicum,1,1,4,"Keith, 1992",BirdLife International; Joscelyne Ashpole (BirdLife International),2016,0, , , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,230.1253596,489.3413379
2453,103811886,Delichon urbicum,1,1,3,"Keith, 1992; Robson, 2002; Porter et al, 1996; del Hoyo et al, 2004; eBird; Borrow & Demey, 2014; Redman et al, 2010; Rasmussen & Anderton, 2012",BirdLife International; Joscelyne Ashpole (BirdLife International),2016,0, , , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,558.6220221,1366.437775
2454,103811886,Delichon urbicum,1,1,2,"Cramp, 1997; Porter, 1996; Flint, 1984; Rasmussen, 2004; Ding, 2001; del Hoyo et al, 2004; Gombobaatar et al., 2011",BirdLife International; Joscelyne Ashpole (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,2166.909298,2174.724074
2455,103723684,Garrulus glandarius,1,1,1,"Rasmussen, 2004; Ding, 2001; Cramp, 1997; Porter, 1996; Fry, 2000; Flint, 1984; Madge & Burn, 1993; MacKinnon & Phillipps, 2000; del Hoyo et al, 2009; eBird, 2016",BirdLife International; Hannah Wheatley (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,2469.451476,2524.528717
2456,103660383,Grallaria rufula,1,1,1,"Ridgely, 2002; Echeverry-Galvis & C├│rdoba-C├│rdoba, 2007; Xeno Canto","NatureServe, 2002; Hannah Wheatley (BirdLife International); Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,85.5096039,19.4193928
2457,22729533,Lanius meridionalis,1,1,3,"BirdLife International; Svensson, 2009; Panov 2011",BirdLife International; Hannah Wheatley (BirdLife International); Anna Motis (HBW),2017,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,45.71004236,13.42512685
2458,22729533,Lanius meridionalis,1,1,1,"BirdLife International; Svensson, 2009; Panov 2011",BirdLife International; Hannah Wheatley (BirdLife International); Anna Motis (HBW),2017,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,77.66222734,59.14244444
2459,22700647,Pachyramphus polychopterus,1,1,1,"Ridgely, 2002; Mobley, 2004; McMullan & Donegan, 2014; eBird;  Kenefick et al, 2007","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole (BirdLife International); Anna Motis (HBW)",2016,0, , ,Family placement uncertain.,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,499.5103176,1169.570129
2460,103761667,Cyanistes caeruleus,1,1,1,"Porter, 1996; Flint, 1984; Fry, 2000; Cramp, 1997; Harrap, 1996; Svensson et al, 2010; Aye et al, 2012; Esteban, no date; eBird, 2016",BirdLife International; Joscelyne Ashpole (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,1720.399396,1129.143965
2461,103761667,Cyanistes caeruleus,1,1,3,"Cramp, 1997",BirdLife International; Joscelyne Ashpole (BirdLife International),2016,0, , , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,25.46621772,1.92018275
2462,22701220,Piprites chloris,1,1,1,"Naka et al., 2001; Ridgely, 2002; Roda et al., 2008; Kohler et al., 2009; Pimentel & Olmos, 2011; Pereira et al., 2015; Xeno Canto; WikiAves; eBird; HBW 2004; Kenefick et al 2007","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International); Anna Motis (HBW)",2016,0, , ,Family placement uncertain.,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,276.4148811,582.3779187
2463,22736153,Myrmelastes leucostigma,1,1,1,"Isler et al, 2009; Hilty, 2003; McMullan et al., 2010; Schulenberg et al, 2010; WikiAves; Map of Life",Simon Mitchell; Hannah Wheatley (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,125.3107883,241.8843388
2464,22712071,Tachycineta meyeni,1,1,2,"Ridgely, 2002; Turner, 2016; eBird, 2016; NatureServe; Ridgely & Tudor, 2009","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International); Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,284.4415058,85.32660665
2465,22712071,Tachycineta meyeni,1,1,3,"Ridgely, 2002; Turner, 2016; eBird","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0, , , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,103.155327,284.3215044
2466,22712071,Tachycineta meyeni,1,1,1,"Ridgely, 2002; Turner, 2016; eBird","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0, , , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,47.79726803,28.97008432
2467,103669826,Xiphorhynchus ocellatus,1,1,1,"Ridgely, 2002; Tobias, 2007; Sousa-Neves et al., 2013","NatureServe, 2002; Hannah Wheatley (BirdLife International); Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,53.39824149,103.0126239
2468,22713714,Apalis thoracica,1,1,1,"Urban, 1997; BirdLife International, 2002; del Hoyo et al, 2005",BirdLife International; Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,166.7827841,108.2782217
2469,22704532,Crateroscelis robusta,1,1,1,"del Hoyo et al, 2004; Beehler & Prawiradilaga, 2010; Diamond & Bishop, 2015; Beehler et al, 2012; Pratt & Beehler, 2015; Beehler & Pratt, 2016",Simon Mitchell (BirdLife International); Anna Motis (HBW),2018,0, , , ,0,2022.1,2009,BirdLife International and Handbook of the Birds of the World,95.79370817,13.40885106
2470,22703984,Microptilotis montanus,1,1,1,"Coates, 1990; del Hoyo et al, 2008; Pratt & Beehler, 2015; Beehler & Pratt 2016",Gill Bunting (BirdLife International); Anna Motis (HBW),2018,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,103.0920678,9.896786603
2471,22702153,Aphrastura spinicauda,1,1,1,"Ridgley, 2003; del Hoyo, 2002; Ridgely, 2002; del Hoyo et al., 2003;","NatureServe, 2002; Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,416.5102921,56.59095138
2472,22699748,Cnemotriccus fuscatus,1,1,1,"Ridgely, 2002; del Hoyo, 2004; Kenefick et al., 2011; eBird, 2016","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,355.4124356,1018.738666
2473,22705738,Cyanocorax yncas,1,1,1,"Ridgely, 2002; del Hoyo et al., 2009","NatureServe, 2002; Anna Motis (HBW)",2016,0, , ,Cyanocorax yncas luxuosus,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,256.7812313,92.3764474
2474,22703043,Glyphorynchus spirurus,1,1,1,"Ridgely, 2002; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; eBird 2016; McMullan & Donegan, 2014","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2020,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,362.5361706,603.5236062
2475,22704998,Lanius bucephalus,1,1,3,"Mackinnon & Phillipps, 2000; Harris & Franklin, 2000",BirdLife International,2016,0, , , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,109.3499351,68.27812874
2476,22704998,Lanius bucephalus,1,1,1,"Ding, 2001; Mackinnon & Phillipps, 2000; Harris & Franklin, 2000; del Hoyo et al., 2008; Lefranc & Worfolk, 2013",BirdLife International; Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,199.0740621,53.13216471
2477,22714657,Locustella naevia,1,1,4,"Urban, 1997",BirdLife International,2016,0, , , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,92.23054246,99.2563016
2478,22714657,Locustella naevia,1,1,3,"Cramp, 1997; Urban, 1997; Rasmussen and Anderton 2004",BirdLife International,2016,0, , , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,76.72378245,35.51913683
2479,22714657,Locustella naevia,1,1,2,"Cramp, 1997; Flint, 1984; del Hoyo et al 2006; Mart├¡, & Del Moral, 2003; Ay├® et al. 2012",BirdLife International; Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,1155.461139,1070.959005
2480,22718137,Melanocharis nigra,1,1,1,"Coates, 1990; del Hoyo, Elliot & Christie, 2008; Pratt & Beehler, 2015; Beehler & Pratt, 2016",Philip Martin (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,225.5776711,37.43199879
2481,22718143,Melanocharis versteri,1,1,1,"Strange, 2001; Coates, 1990; Beehler et al, 1986; Pratt & Beehler, 2015; Beehler & Pratt, 2016; Gregrory, 2017",BirdLife International; Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,62.42783103,12.11334708
2482,22703934,Melilestes megarhynchus,1,1,1,"Coates, 1990; del Hoyo et al, 2008; Pratt & Beehler, 2015; Beehler & Pratt, 2016",Gill Bunting (BirdLife International); Anna Motis (HBW),2018,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,335.9118302,46.17006071
2483,22717068,Mirafra rufocinnamomea,1,1,1,"Keith, 1992; del Hoyo et al, 2004; Redman et al, 2009; Steveson & Fanshawe, 2002; Ash & Atkins, 2009; Ash & Miskell, 1998; Borrow & Demey, 2004, 2014; Dean, 2000; Hockey et al, 2005; Isenmann, 2010; Fern├índez-Garc├¡a et al., 2013; Guilherme, 2014",Richard Johnson (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,493.5524176,806.2507631
2484,22705457,Pachycephala hyperythra,1,1,1,"Coates, 1990; del Hoyo et al, 2007; Beehler et al, 2012; Rheindt, 2012; Diamond & Bishop, 2015; Pratt & Beehler, 2015",Gill Bunting (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,105.1554033,8.426586245
2485,22705513,Pachycephala schlegelii,1,1,1,"Coates, 1990; del Hoyo et al, 2007; Gibbs, 1994; Diamond & Bishop, 2015; Beehler et al, 2012; Pratt & Beehler, 2015; Macaulay Library, 2016",Gill Bunting (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,75.24194903,10.82456109
2486,22704896,Peneothello cyanus,1,1,1,"Strange, 2001; Coates, 1990; del Hoyo et al, 2006; Benz, 2011; Diamond & Bishop, 2015; Pratt & Beehler, 2015; Beehler & Pratt, 2016",Philip Martin (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,99.77867558,13.70442396
2487,22705576,Pitohui dichrous,1,1,1,"Coates, 1990; del Hoyo, 2007; Pratt & Beehler, 2015; Beehler & Pratt, 2016",Andy Symes (BirdLife International); Anna Motis (HBW),2018,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,197.7702198,18.30986899
2488,22704248,Ptiloprora perstriata,1,1,1,"Strange, 2001; Coates, 1990; del Hoyo et al 2008; Pratt & Beehler, 2015; Beehler & Pratt, 2016",Richard Johnson (BirdLife International); Anna Motis (HBW),2018,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,48.86603642,8.346704226
2489,22705411,Rhagologus leucostigma,1,1,1,"Coates, 1990; del Hoyo et al, 2007; Pratt & Beehler, 2015; Beehler & Pratt, 2016; Gregrory, 2017",Philip Martin (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,85.80058121,12.30218925
2490,22704573,Sericornis perspicillatus,1,1,1,"del Hoyo et al, 2007; Beehler et al, 1987; Beehler et al, 2012; Pratt & Beehler, 2015; Beehler & Pratt, 2016",Philip Taylor (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,67.03422242,9.996223551
2491,22712077,Tachycineta thalassina,1,1,4,"Howell and Webb, 1995","NatureServe, 2002",2016,0, , , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,12.73531738,4.798023256
2492,22712077,Tachycineta thalassina,1,1,1,"Howell and Webb, 1995","NatureServe, 2002",2016,0, , , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,81.95028512,63.12744579
2493,22712077,Tachycineta thalassina,1,1,3,"Howell and Webb, 1995; eBird, 2016;  Martiez-Sanchez et al., 2014","NatureServe, 2002; Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,98.13664821,36.8659016
2494,22712077,Tachycineta thalassina,1,1,2,"Poole and Gill, 1992","NatureServe, 2002",2016,0, , , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,585.1085973,668.2576935
2495,22701275,Thamnophilus doliatus,1,1,1,"Ridgley, 2003, del Hoyo et al, 2003; Ridgely, 2002; Hilty, 2005; eBird","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2021,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,506.4356273,893.4572591
2496,22705182,Vireo huttoni,1,1,1,"Poole and Gill, 1992-2002; NatureServe, 2002; del Hoyo et al., 2010; Dickinson & Christidis, 2014",WILDSPACETM 2002; Anna Motis (HBW),2021,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,301.7498855,116.034332
2497,22705254,Vireo altiloquus,1,1,2,"Raffaele et al., 1998; del Hoyo et al., 2010","NatureServe, 2002-2005; Anna Motis (HBW)",2021,0, ,"In San Andrés/Providencia islands breeding confirmed, but yearround presence not yet established.", ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,202.7037518,13.96741986
2498,22705254,Vireo altiloquus,1,1,3,"Ridgely, 2002; Kenefick, 2007, 2008; del Hoyo et al., 2010","NatureServe, 2002-2005; Anna Motis (HBW)",2021,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,116.190405,377.9515049
2499,22705254,Vireo altiloquus,1,1,4,"Howell and Webb, 1995","NatureServe, 2002",2021,0, , , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,10.24810867,1.289956996
2500,22705254,Vireo altiloquus,1,1,1,"Raffaele et al., 1998; del Hoyo et al., 2010; Dickinson & Christidis, 2014","NatureServe, 2002; Anna Motis (HBW)",2021,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,59.25523472,7.195562855
2501,22705273,Vireo leucophrys,1,1,1,"Howell and Webb, 1995; Mart├¡nez-S├ínchez et al., 2014; McMullan & Donegan, 2014; eBird, 2016","NatureServe, 2002; Anna Motis (HBW)",2021,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,193.9288343,49.1370907
2502,103674933,Cranioleuca vulpina,1,1,1,"Ridgely and Gwynne, 1989; Zook, 2002; ebird; http://www.faunaparaguay.com","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International); Anna Motis (HBW)",2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,199.8751804,475.1987727
2503,22714757,Acrocephalus griseldis,1,1,2,"BirdLife International; Kennerley & Pearson, 2010; Ay├®, 2006",BirdLife International; Hannah Wheatley (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,25.50123342,10.11197777
2504,22714757,Acrocephalus griseldis,1,1,3,"Urban, 1997",BirdLife International,2016,0, , , ,0,2022.1,2003,BirdLife International and Handbook of the Birds of the World,51.85216772,15.31610763
2505,22714757,Acrocephalus griseldis,1,1,4,"Urban, 1997",BirdLife International,2016,0, , , ,0,2022.1,2003,BirdLife International and Handbook of the Birds of the World,83.22896858,24.60625956
2506,22699259,Elaenia martinica,1,1,1,"Ridgely, 2002; Howell & Webb, 1995; Jones, 2004; HBW, 2004; Gallardo, 2014; Portillo 2007","NatureServe, 2002; Hannah Wheatley (BirdLife International); Anna Motis (HBW)",2021,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,49.00722139,2.284508706
2507,22698945,Hemitriccus rufigularis,1,1,1,"Ridgely & Greenfield, 2001; Schulenberg et al., 2010; Calderon 2016",Hannah Wheatley (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,44.89048988,7.575990507
2508,22699194,Capsiempis flaveola,1,1,1,"Ridgely, 2002; Schulenberg et al, 2010; Whittaker, 2004; Ridgely & Tudor, 1994; Fitzpatrick, 2004; Dickinson & Christidis, 2014; eBird; Wiki Aves; Xeno Canto; Ridgely & Tudor, 2009","NatureServe, 2002; Joscelyne Ashpole (BirdLife International); Anna Motis (HBW)",2021,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,384.0855943,476.6374901
2509,22706016,Corvus corone,1,1,2,"Cramp, 1997; Madge, 1993",BirdLife International,2016,0, , , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,391.2443192,1258.628393
2510,22706016,Corvus corone,1,1,3,"Madge, 1993",BirdLife International,2016,0, , , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,112.2129589,69.89156223
2511,22706016,Corvus corone,1,1,1,"Cramp, 1997; Madge, 1993; Flint, 1984; Rasmussen, 2004; Fry, 2000; Prter, 1996, Ding, 2001; MacKinnon & Phillipps 2000; eBird, 2016",BirdLife International; Hannah Wheatley (BirdLife International); Anna Motis (HBW),2016,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,2682.97471,3296.546171
2512,22704998,Lanius bucephalus,1,1,2,"Flint, 1984; Mackinnon & Phillipps, 2000; Harris & Franklin, 2000",BirdLife International,2016,0, , , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,199.1726885,128.4964892
2513,22705614,Cyanocitta stelleri,1,1,1,"Ridgley, 2003; Alderfer, 2006;Peterson, 1990; Howell and Webb, 1995","WILDSPACE TM, 2002; NatureServe, 2002",2016,0, , , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,1007.578667,392.7369652
2514,22718501,Anthus campestris,1,1,3,"Keith, 1992; Cramp, 1997; del Hoyo et al 2004, Alstrom and Mild 2003, Borrow and Demey 2001",BirdLife International,2018,0,, , ,0,2022.1,2008,BirdLife International and Handbook of the Birds of the World,641.6901835,724.0848431
2515,22718501,Anthus campestris,1,1,2,"Keith, 1992; Porter, 1996; Cramp, 1997; Flint, 1984; del Hoyo et al 2004, Alstrom and Mild 2003",BirdLife International,2018,0,, , ,0,2022.1,2008,BirdLife International and Handbook of the Birds of the World,1152.326989,1310.721194
2516,22692073,Grus vipio,1,1,2,BirdLife International,BirdLife International,2018,0,, , ,0,2022.1,2000,BirdLife International and Handbook of the Birds of the World,67.45392347,90.67409087
2517,22692073,Grus vipio,1,1,3,BirdLife International,BirdLife International,2018,0,, , ,0,2022.1,1999,BirdLife International and Handbook of the Birds of the World,47.60511863,11.84847788
2518,22695967,Buteo hemilasius,1,1,3,"Lee, Koo & Park, 2000; Brazil, 2009; MacKinnon & Phllipps, 2000; Cheng, 1987; Grewel, Harvey & Pfister, 2002; del Hoyo et al. 1994; Dement'ev & Gladkov, 1951; Dawaa et al. 1994; Aye et al. 2012","Rob Martin, Philip Martin (BirdLife International)",2021,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,281.782731,254.370803
2519,22695967,Buteo hemilasius,1,1,1,"Ding, 2001; Flint, 1984; Cheng, 1987; Dement'ev & Gladkov, 1951; Lee, Koo & Park, 2000; Brazil, 2009; MacKinnon & Phllipps, 2000; Grewel, Harvey & Pfister, 2002; del Hoyo et al. 1994; Dawaa et al. 1994; Aye et al. 2012","Rob Martin, Philip Martin (BirdLife International)",2021,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,183.7740391,591.0668465
2520,22718546,Anthus trivialis,1,1,3,Alstrom & Mild 2003; Del Hoyo et al 2003; Rasmussen & Anderton 2012; Borrow & Demey 2015; Redman et al 2011,Philip Taylor (BirdLife International); Hannah Wheatley (BirdLife International),2018,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,609.307932,1034.665588
2521,22718546,Anthus trivialis,1,1,2,Cramp 1997; Del Hoyo et al 2003; Alstrom & Mild 2003; de Juana & Garcia 2015; Dubois et al 2008; Kirwan et al 2008; Porter & Aspinall 2010; Aye et al 2012; Gombobaatar et al 2011,Philip Taylor (BirdLife International); Hannah Wheatley (BirdLife International),2018,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,1946.368724,2230.208124
