fid,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
712,22681155,Dryobates pubescens,1,1,1,"Peterson, 1980; Peterson, 1990",WILDSPACETM 2002,2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,21.80493059,0.098550276
713,22681155,Dryobates pubescens,1,1,1,"Peterson, 1980; Peterson, 1990",WILDSPACETM 2002,2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,1880.450388,1572.866118
714,22687035,Doryfera ludovicae,1,1,1,"Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,102.0338206,30.74976382
715,22681382,Dryocopus martius,1,1,1,"Porter, 1996; Cramp, 1997; Flint, 1984; del Hoyo et al 2001, Winkler et al 1995; Martí & del Moral 2003",Rob Martin (BirdLife International),2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,1497.183513,2875.215024
716,62774969,Egretta garzetta,3,1,1,"Hazevoet, 1995",Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2012,BirdLife International and Handbook of the Birds of the World,0.090675861,1.52E-08
717,62774969,Egretta garzetta,1,1,1,"Cramp, 1997; Mayr 2001; Strange, 2001; Kushlan & Hancock, 2005; Jennings, 2010; Stevenson & Fanshawe, 2002; Redman et al. 2009; Rasmussen & Anderton, 2012; Porter & Aspinall, 2010","Joe Taylor, Rob Martin (BirdLife International)",2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,2944.165495,2649.216203
718,62774969,Egretta garzetta,1,1,2,"Cramp, 1997; Mayr 2001; Strange, 2001; Kushlan & Hancock, 2005; Jennings, 2010; Stevenson & Fanshawe, 2002; Redman et al. 2009; Rasmussen & Anderton, 2012; Porter & Aspinall, 2010","Joe Taylor, Rob Martin (BirdLife International)",2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,615.1748765,375.7192684
719,62774969,Egretta garzetta,1,1,3,"Cramp, 1997; Mayr 2001; Strange, 2001; Kushlan & Hancock, 2005","Joe Taylor, Rob Martin (BirdLife International)",2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,899.6148163,375.6630248
720,22709182,Vauriella albigularis,1,1,1,BirdLife International,BirdLife International,2016,0,, , ,0,2022.1,2000,BirdLife International and Handbook of the Birds of the World,21.98666953,1.924237836
721,22682986,Electron platyrhynchum,1,1,1,"Ridgely, 2002","NatureServe, 2002",2020,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,107.809412,207.3585222
722,22682986,Electron platyrhynchum,1,1,1,"Ridgely, 2002","NatureServe, 2002",2020,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,113.5744422,27.95240964
723,22687854,Ensifera ensifera,1,1,1,"Ridgley, 2003, del Hoyo et al, 1999; Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,95.901804,32.79121667
724,22687930,Eriocnemis cupreoventris,1,1,1,"Restall et al., 2006",Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2011,BirdLife International and Handbook of the Birds of the World,29.50494207,4.064178006
725,22687947,Eriocnemis derbyi,1,1,1,BirdLife International,BirdLife International,2016,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,12.36311059,1.995689958
726,22687914,Eriocnemis vestita,1,1,1,"Ridgley, 2003, del Hoyo et al, 1999; Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002",2016,0,, ,Name changed from Eriocnemis vestitus for gender agreement (David and Gosselin 2002).,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,35.72645603,7.973456087
727,22726156,Eubucco richardsoni,1,1,1,"del Hoyo et al, 2002; Schulenberg et al, 2007; McMullan et al, 2010; D. Lane in litt. 2012","Rob Martin, Joe Taylor (BirdLife International)",2016,0,, , ,0,2022.1,2012,BirdLife International and Handbook of the Birds of the World,44.19555592,51.78870197
728,22726156,Eubucco richardsoni,3,1,1,"del Hoyo et al, 2002; Schulenberg et al, 2007; McMullan et al, 2010; D. Lane in litt. 2012",Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2012,BirdLife International and Handbook of the Birds of the World,31.13816161,27.22298102
729,22727063,Eubucco versicolor,1,1,1,"del Hoyo et al, 2002; Schulenberg et al, 2007",Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2012,BirdLife International and Handbook of the Birds of the World,24.79471837,10.53783357
730,22697415,Eudocimus ruber,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,228.4140553,67.1961348
731,22689731,Nyctidromus albicollis,1,1,1,"Ridgely, 2002; Howell and Webb, 1995","WWF-US, 2000; NatureServe, 2002",2020,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,547.387302,1145.126293
732,22696516,Falco deiroleucus,1,1,1,"Howell and Webb, 1995; van Perlo, 2009; Whittaker, 1996; Whittaker, 2004; Zorzin et al. 2006; Ribeiro et al. 2011; ffrench, 2012","Rob Martin (BirdLife International), TNC-Wings, 1999; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,317.8821624,279.4033995
733,22687094,Eupetomena macroura,1,1,1,"Ridgely, 2002; Hennessey et al. 2003; van Perlo, 2009; Schulenberg et al. 2007, WikiAves, 2014","Rob Martin (BirdLife International), WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,224.7252153,387.8414589
734,22685742,Eupsittula aurea,1,1,1,"Ridgley, 2003; Forshaw, 2006;Ridgely, 2002; Olmos et al. 2011","Rob Martin (BirdLife International), WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,226.2182664,482.5497647
735,22718550,Anthus hodgsoni,1,1,1,"del Hoyo et al, 2004; Grimmett et al, 1998; Alstrom & Wilde, 2003; Mackinnon & Phillipps, 2001",Philip Taylor (BirdLife International),2016,0,, , ,0,2022.1,2009,BirdLife International and Handbook of the Birds of the World,84.67223432,77.12974188
736,22682912,Eurystomus glaucurus,1,1,1,"Fry, 1988",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,559.8033688,1095.574947
737,22682912,Eurystomus glaucurus,1,1,2,"Langrand, 1990",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,61.37085694,50.88849047
738,22687013,Eutoxeres aquila,1,1,1,"Ridgley, 2003, del Hoyo et al, 1999; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Ridgely & Greenfield, 2001; Restall et al, 2006; Schulemberg et al, 2007","NatureServe, 2002; Lynda Donaldson (BirdLife International)",2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,135.9894898,25.00217275
739,22687016,Eutoxeres condamini,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,47.40796518,30.25536029
740,22687016,Eutoxeres condamini,3,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,1.415799406,0.159474365
741,22696395,Falco sparverius,1,1,2,"Poole & Gill, 1992-2002",WILDSPACETM 2002;  Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,982.2529063,961.4722778
742,22696395,Falco sparverius,1,1,4,"Peterson, 1980; Peterson, 1990; Rappole et al., 1983",WILDSPACETM 2002;  Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,2.850529906,0.033287525
743,22696395,Falco sparverius,1,1,3,"Ridgely and Gwynne, 1989; Zook, 2002; de Boer et al, 2012",WILDSPACETM 2002; Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,213.7755222,97.23606394
744,22696395,Falco sparverius,1,1,1,"Raffaele et al., 1998; Jaramillo, 2003; van Perlo, 2009; de Boer et al, 2012","Rob Martin (BirdLife International), WILDSPACETM 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,1278.054086,1836.812872
745,22687097,Florisuga mellivora,1,1,1,"Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002",2021,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,16.26335107,3.692454142
746,22687097,Florisuga mellivora,1,1,1,"Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002",2021,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,390.62159,660.7445264
747,103839796,Xenodacnis parina,1,1,1,"Ridgely, 2002; eBird 2016; Schulenberg, Stotz and Rico 2006","TNC-Wings, 1999; NatureServe, 2002; Rob Martin (BirdLife international)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,42.75879555,4.626061308
748,22727035,Galbula albirostris,1,1,1,"del Hoyo 2002; Restall et al, 2006; Hilty, 2003",Mia Derhe (BirdLife International); Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,120.3764249,153.0781372
749,22682200,Galbula ruficauda,1,1,1,"Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002",2020,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,410.3729501,633.1921619
750,22682200,Galbula ruficauda,3,1,1,"Ridgley, 2003",BirdLife International,2020,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,0.313867439,0.007818585
751,22679199,Gallus gallus,1,3,1,"Barrett, 2003; Bregulla, 1992;",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,53.11751768,6.684776162
752,22679199,Gallus gallus,1,3,1,"Doughty, 1999",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,10.57765173,0.336305503
753,22679199,Gallus gallus,1,3,1,"Pratt, 1987",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,75.44073103,0.917663096
754,22679199,Gallus gallus,1,1,1,"Rasmussen, 2004; Ding, 2001; del Hoyo et al 1994, Madge and McGowen 2002",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,866.9337513,437.2769633
755,22679199,Gallus gallus,3,3,1,"Bregulla, 1992",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,0.515680573,0.004887709
756,22679199,Gallus gallus,1,1,2,"Pratt, 1987",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,2.403942997,0.135973327
757,22679199,Gallus gallus,3,1,3,"Ridgley, 2003",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,0.331971663,0.002508679
758,22679199,Gallus gallus,1,1,3,"Pratt, 1987, Ridgley, 2003",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,6.475379998,0.357019274
759,22697842,Gavia immer,1,1,2,"Poole and Gill, 1992-2002","NatureServe, 2002; Rob Martin (BirdLife International)",2018,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,2345.517727,1330.333116
760,22697842,Gavia immer,1,1,3,"Poole and Gill, 1992-2002","NatureServe, 2002; Rob Martin (BirdLife International)",2018,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,1356.339141,252.2910446
761,22697842,Gavia immer,1,1,2,"Ridgley, 2003; Cramp, 1997; National Geographic Society, 1999;",Rob Martin (BirdLife International),2018,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,924.4171936,116.1765411
762,22697842,Gavia immer,1,1,3,"del Hoyo et al, 1992; Snow, 1998",Rob Martin (BirdLife International),2018,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,1158.725928,148.832947
763,22690966,Geotrygon montana,1,1,1,"Ridgley, 2003; Gibbs et al, 2001; del Hoyo et al, 1997; Ridgely, 2002; Sigrist 2006","WWF-US, 2000; NatureServe, 2002; Lynda Donaldson (BirdLife International)",2020,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,584.6909219,1100.534544
764,22680153,Mareca falcata,1,1,4,"MacKinnon and Phillipps, 2000; Kear, 2005; Brazil, 2009",Lynda Donaldson; Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,93.02237224,127.3156633
765,22680153,Mareca falcata,1,1,3,"del Hoyo et al, 1992; Grimmett et al, 1998; MacKinnon and Phillipps, 2000; Kear, 2005; Rasmussen and Anderton, 2005; Brazil, 2009",Lynda Donaldson; Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,599.6882859,312.8125832
766,22697496,Geronticus calvus,1,1,1,BirdLife International,BirdLife International,2016,0,, , ,0,2022.1,1998,BirdLife International and Handbook of the Birds of the World,21.56573668,18.94413926
767,22680153,Mareca falcata,1,1,2,"MacKinnon and Phillipps, 2000; Brazil, 2009",Lynda Donaldson; Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,296.5514213,767.7295818
768,22686911,Glaucis hirsutus,1,1,1,"Ridgely, 2002","NatureServe, 2002",2021,0,, ,Name changed from Glaucis hirsuta for gender agreement (AOU 2004).,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,0.816359061,0.026467983
769,22686911,Glaucis hirsutus,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2021,0,, ,Name changed from Glaucis hirsuta for gender agreement (AOU 2004).,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,72.9264637,36.67731006
770,22686911,Glaucis hirsutus,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2021,0,, ,Name changed from Glaucis hirsuta for gender agreement (AOU 2004).,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,224.6266365,606.1398549
771,22692162,Grus nigricollis,1,1,3,"BirdLife International; Srinivasan et al, 2010",Rob Martin (BirdLife International),2020,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,27.71633494,5.940208643
772,22720383,Spinus magellanicus,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,223.0039506,536.8521964
773,22692146,Grus grus,1,1,3,"Urban, 1986; Cramp, 1997; del Hoyo et al, 1996; Rasmussen & Anderton, 2004",BirdLife International,2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,546.9938726,484.1414879
774,22692146,Grus grus,1,1,1,"Cramp, 1997; Porter, 1996",BirdLife International; Rob Martin (BirdLife International),2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,86.60496461,16.49230355
775,22692146,Grus grus,1,1,2,"Flint, 1984; Cramp, 1997; Ding, 2001; del Hoyo et al, 1996; Mansoori, 2008",BirdLife International; Rob Martin (BirdLife International); Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,849.7041523,2294.752452
776,22692151,Grus monacha,1,1,2,BirdLife International,BirdLife International; Rob Martin (BirdLife International),2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,121.3948869,225.4695426
777,22692151,Grus monacha,1,1,3,BirdLife International,BirdLife International,2016,0,, , ,0,2022.1,2000,BirdLife International and Handbook of the Birds of the World,25.99688934,11.20387197
778,22720359,Spinus pinus,1,1,1,"Peterson, 1980; Peterson, 1990;Howell and Webb, 1995",WILDSPACETM 2002,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,1484.30159,563.6061912
779,22720359,Spinus pinus,1,1,3,"Peterson, 1980; Peterson, 1990; Howell and Webb, 1995; Poole and Gill, 1992-;Peterson, 1980; Peterson, 1990","WILDSPACETM 2002; NatureServe, 2002",2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,512.5279497,644.3340333
780,22692162,Grus nigricollis,1,1,2,BirdLife International,BirdLife International,2020,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,68.90008751,79.76794683
781,22684441,Guira guira,1,1,1,"Ridgley, 2003, del Hoyo et al, 1999; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,241.20706,704.8417564
782,22683260,Halcyon senegalensis,1,1,1,"Jones, 2003; Sinclair & Ryan, 2003","Rob Martin, Simon Mitchell (BirdLife International)",2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,279.1042856,470.5598183
783,60859997,Heliangelus amethysticollis,1,1,1,"Ridgely, 2002","NatureServe, 2002; Rob Martin (BirdLife International)",2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,45.602865,12.09898038
784,60859997,Heliangelus amethysticollis,3,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,1.025756863,0.083675597
785,22687898,Heliangelus viola,1,1,1,"Ridgely, 2002; Schulenberg et al. 2007","Rob Martin (BirdLife International), TNC-Wings, 1999; NatureServe, 2002",2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,2.204199004,0.348686951
786,22687893,Heliangelus exortis,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,29.7470995,5.217420259
787,22729181,Heliangelus micraster,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, ,Here considered distinct from Heliangelus exortis.  Called Flame-throated Sunangel by Ridgely and Greenfield (2001).,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,8.584727949,1.455444977
788,22687731,Heliodoxa aurescens,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,87.59685661,294.4899438
789,22687898,Heliangelus viola,1,1,1,"Ridgely, 2002; Schulenberg et al. 2007","Rob Martin (BirdLife International), TNC-Wings, 1999; NatureServe, 2002",2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,18.9454956,2.585113816
790,22687898,Heliangelus viola,1,1,1,"Ridgely, 2002; Schulenberg et al. 2007","Rob Martin (BirdLife International), TNC-Wings, 1999; NatureServe, 2002",2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,0.308634927,0.0005479
791,22687743,Heliodoxa leadbeateri,1,1,1,"Ridgley, 2003; del hoyo et al, 1999; Ridgely, 2002","NatureServe, 2002",2018,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,108.8504292,33.73855923
792,22687737,Heliodoxa rubinoides,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,75.10280198,16.64384792
793,45450140,Heliodoxa schreibersii,1,1,1,"Ridgely & Greenfield, 2001; Ridgely, 2002; Schulenberg et al, 2007; McMullan et al, 2010","Joe Taylor (BirdLife International); TNC-Wings, 1999; NatureServe, 2002",2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,38.69665124,57.96644174
794,22696229,Ibycter americanus,1,1,1,"Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Garrigues & Dean, 2007; Narish & Jenner, 2004","Rob Martin (BirdLife International), TNC-Wings, 1999; NatureServe, 2002",2020,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,248.8503083,663.2260774
795,22726489,Hylatomus lineatus,1,1,1,"Ridgley, 2003, del Hoyo et al 2001, Winkler et al 1995; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2012,BirdLife International and Handbook of the Birds of the World,540.8099079,1147.116885
796,22680616,Indicator indicator,1,1,1,"Fry, 1988; del Hoyo et al, 2002; Borrow & Demey, 2001",Rob Martin (BirdLife International),2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,501.3548529,936.5801547
797,22680612,Indicator variegatus,1,1,1,"Fry, 1988; del Hoyo et al, 2004; Redman, 2009; Ash & Atkins, 2009; Stevenson & Fanshawe, 2002; Carswell et al, 2005; Dowsett et al, 2008; Dowsett-Lemmaire & Dowsett, 2006; Dean, 2000; Hockey et al, 2005",Richard Johnson (BirdLife International),2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,318.3307079,289.6591539
